Song_Name,Artist_Name,Song_link
One Of These Nights,Eagles,https://tabs.ultimate-guitar.com/tab/eagles/one-of-these-nights-chords-14298
Trains,Porcupine Tree,https://tabs.ultimate-guitar.com/tab/porcupine-tree/trains-chords-576064
All Along The Watchtower (ver 4),Bob Dylan,https://tabs.ultimate-guitar.com/tab/bob-dylan/all-along-the-watchtower-chords-1090598
Jumpin Jack Flash (ver 3),The Rolling Stones,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/jumpin-jack-flash-chords-1889776
39 (ver 3),Queen,https://tabs.ultimate-guitar.com/tab/queen/39-chords-1122286
Dream On,Aerosmith,https://tabs.ultimate-guitar.com/tab/aerosmith/dream-on-chords-18842
Gypsy (ver 2),Fleetwood Mac,https://tabs.ultimate-guitar.com/tab/fleetwood-mac/gypsy-chords-1045528
Everything,Michael Bublé,https://tabs.ultimate-guitar.com/tab/511322
Fire Away,Chris Stapleton,https://tabs.ultimate-guitar.com/tab/chris-stapleton/fire-away-chords-1732787
Isnt She Lovely,Stevie Wonder,https://tabs.ultimate-guitar.com/tab/stevie-wonder/isnt-she-lovely-chords-213358
Top Of The World,Carpenters,https://tabs.ultimate-guitar.com/tab/carpenters/top-of-the-world-chords-64459
Im So Lonesome I Could Cry (ver 3),Hank Williams,https://tabs.ultimate-guitar.com/tab/hank-williams/im-so-lonesome-i-could-cry-chords-1117274
Just What I Needed (ver 2),The Cars,https://tabs.ultimate-guitar.com/tab/the-cars/just-what-i-needed-chords-1146418
Habits Stay High,Tove Lo,https://tabs.ultimate-guitar.com/tab/tove-lo/habits-stay-high-chords-1411696
Whered All The Time Go,Dr. Dog,https://tabs.ultimate-guitar.com/tab/dr-dog/whered-all-the-time-go-chords-945193
These Days,Nico,https://tabs.ultimate-guitar.com/tab/nico/these-days-chords-78145
Angela Acoustic,The Lumineers,https://tabs.ultimate-guitar.com/tab/the-lumineers/angela-chords-1831583
Perfect Acoustic,Simple Plan,https://tabs.ultimate-guitar.com/tab/simple-plan/perfect-chords-512954
Tuyo,Rodrigo Amarante,https://tabs.ultimate-guitar.com/tab/rodrigo-amarante/tuyo-chords-1764660
Collide (ver 2),Howie Day,https://tabs.ultimate-guitar.com/tab/howie-day/collide-chords-160814
Kahit Maputi Na Ang Buhok Ko,Rey Valera,https://tabs.ultimate-guitar.com/tab/rey-valera/kahit-maputi-na-ang-buhok-ko-chords-567660
Dead In The Water,Noel Gallagher's High Flying Birds,https://tabs.ultimate-guitar.com/tab/noel-gallaghers-high-flying-birds/dead-in-the-water-chords-2239705
Yes To Heaven,Lana Del Rey,https://tabs.ultimate-guitar.com/tab/lana-del-rey/yes-to-heaven-chords-1919001
True Love Waits Acoustic Live (ver 2),Radiohead,https://tabs.ultimate-guitar.com/tab/radiohead/true-love-waits-chords-1846926
Acolyte Acoustic,"Slaughter Beach, Dog",https://tabs.ultimate-guitar.com/tab/slaughter-beach-dog/acolyte-chords-2337363
Tommi Live,AnnenMayKantereit,https://tabs.ultimate-guitar.com/tab/annenmaykantereit/tommi-chords-2892584
Blue Moon (ver 3),Misc Traditional,https://tabs.ultimate-guitar.com/tab/misc-traditional/blue-moon-chords-1217641
Notion,Richard Rodgers,https://tabs.ultimate-guitar.com/tab/the-rare-occasions/notion-chords-3378434
The 1,Lorenz Hart,https://tabs.ultimate-guitar.com/tab/taylor-swift/the-1-chords-3261356
If You Love Her (ver 2),The Rare Occasions,https://tabs.ultimate-guitar.com/tab/forest-blakk/if-you-love-her-chords-3392243
真夜中のドア - Stay With Me,Taylor Swift,https://tabs.ultimate-guitar.com/tab/2534979
Everywhere Everything,Forest Blakk,https://tabs.ultimate-guitar.com/tab/noah-kahan/everywhere-everything-chords-3785864
Naganya Maya,Miki Matsubara,https://tabs.ultimate-guitar.com/tab/sajjan-raj-vaidya/naganya-maya-chords-3952088
Through The Echoes,Noah Kahan,https://tabs.ultimate-guitar.com/tab/paolo-nutini/through-the-echoes-chords-4188592
The Lord Of The Rings The Rings Of Power - This Wandering Day,Sajjan Raj Vaidya,https://tabs.ultimate-guitar.com/tab/misc-television/the-lord-of-the-rings-the-rings-of-power-this-wandering-day-chords-4351505
Glitch,Paolo Nutini,https://tabs.ultimate-guitar.com/tab/taylor-swift/glitch-chords-4395161
Ihana Kipu,Misc Television,https://tabs.ultimate-guitar.com/tab/viivi/ihana-kipu-chords-4402304
I Cant Make You Love Me,Bear McCreary,https://tabs.ultimate-guitar.com/tab/bon-iver/i-cant-make-you-love-me-chords-1114347
Slow It Down,Megan Richards,https://tabs.ultimate-guitar.com/tab/the-lumineers/slow-it-down-chords-1135461
Hero (ver 2),Taylor Swift,https://tabs.ultimate-guitar.com/tab/family-of-the-year/hero-chords-1227774
Location,VIIVI,https://tabs.ultimate-guitar.com/tab/khalid/location-chords-1952459
So Will I 100 Billion X (ver 2),Robin (Robin Packalen),https://tabs.ultimate-guitar.com/tab/hillsong-united/so-will-i-100-billion-x-chords-2227963
Best Of My Love,Bon Iver,https://tabs.ultimate-guitar.com/tab/eagles/best-of-my-love-chords-14281
Always Look On The Bright Side Of Life,The Lumineers,https://tabs.ultimate-guitar.com/tab/monty-python/always-look-on-the-bright-side-of-life-chords-76791
If I Were A Boy,Family of the Year,https://tabs.ultimate-guitar.com/tab/745630
In Color,Jamey Johnson,https://tabs.ultimate-guitar.com/tab/jamey-johnson/in-color-chords-704003
Kickapoo,Tenacious D,https://tabs.ultimate-guitar.com/tab/tenacious-d/kickapoo-chords-436593
The Parting Glass (ver 5),Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/the-parting-glass-chords-1449222
If It Means A Lot To You (ver 7),A Day to Remember,https://tabs.ultimate-guitar.com/tab/a-day-to-remember/if-it-means-a-lot-to-you-chords-1085947
I Dont Want To Be,Gavin DeGraw,https://tabs.ultimate-guitar.com/tab/gavin-degraw/i-dont-want-to-be-chords-137019
Instant Crush,Daft Punk,https://tabs.ultimate-guitar.com/tab/daft-punk/instant-crush-chords-1251499
King Of My Heart (ver 3),John Mark McMillan,https://tabs.ultimate-guitar.com/tab/john-mark-mcmillan/king-of-my-heart-chords-1874688
As The World Caves In (ver 3),Matt Maltese,https://tabs.ultimate-guitar.com/tab/matt-maltese/as-the-world-caves-in-chords-3336527
Far From Any Road,The Handsome Family,https://tabs.ultimate-guitar.com/tab/the-handsome-family/far-from-any-road-chords-1457431
Meet Me In The Woods,Lord Huron,https://tabs.ultimate-guitar.com/tab/lord-huron/meet-me-in-the-woods-chords-1741076
Master Of Puppets,Metallica,https://tabs.ultimate-guitar.com/tab/metallica/master-of-puppets-chords-98211
Blue Suede Shoes,Elvis Presley,https://tabs.ultimate-guitar.com/tab/elvis-presley/blue-suede-shoes-chords-811874
Live And Let Die (ver 2),Wings,https://tabs.ultimate-guitar.com/tab/wings/live-and-let-die-chords-75237
A Forest,Paul McCartney,https://tabs.ultimate-guitar.com/tab/the-cure/a-forest-chords-647539
Fat Bottomed Girls,The Cure,https://tabs.ultimate-guitar.com/tab/queen/fat-bottomed-girls-chords-146240
Step Into Christmas,Queen,https://tabs.ultimate-guitar.com/tab/elton-john/step-into-christmas-chords-1689353
Help Me Make It Through The Night (ver 2),Elton John,https://tabs.ultimate-guitar.com/tab/kris-kristofferson/help-me-make-it-through-the-night-chords-1015647
The Way You Make Me Feel (ver 2),Kris Kristofferson,https://tabs.ultimate-guitar.com/tab/michael-jackson/the-way-you-make-me-feel-chords-842560
Thunder,Michael Jackson,https://tabs.ultimate-guitar.com/tab/imagine-dragons/thunder-chords-1987397
Bennie And The Jets,Imagine Dragons,https://tabs.ultimate-guitar.com/tab/elton-john/bennie-and-the-jets-chords-474727
My Hometown (ver 3),Elton John,https://tabs.ultimate-guitar.com/tab/bruce-springsteen/my-hometown-chords-1125062
The Christmas Song,Bruce Springsteen,https://tabs.ultimate-guitar.com/tab/nat-king-cole/the-christmas-song-chords-902984
Faithfully (ver 9),Nat King Cole,https://tabs.ultimate-guitar.com/tab/journey/faithfully-chords-1706232
Daydream (ver 2),Journey,https://tabs.ultimate-guitar.com/tab/the-lovin-spoonful/daydream-chords-1044362
Autumn Leaves,The Lovin' Spoonful,https://tabs.ultimate-guitar.com/tab/eva-cassidy/autumn-leaves-chords-816511
My Heart Will Go On,Eva Cassidy,https://tabs.ultimate-guitar.com/tab/celine-dion/my-heart-will-go-on-chords-14976
Santa Baby,Celine Dion,https://tabs.ultimate-guitar.com/tab/taylor-swift/santa-baby-chords-608384
Drown (ver 3),Taylor Swift,https://tabs.ultimate-guitar.com/tab/bring-me-the-horizon/drown-chords-1701996
Black Water,Bring Me the Horizon,https://tabs.ultimate-guitar.com/tab/the-doobie-brothers/black-water-chords-1029468
What Hurts The Most,The Doobie Brothers,https://tabs.ultimate-guitar.com/tab/rascal-flatts/what-hurts-the-most-chords-334985
Sloop John B (ver 3),Rascal Flatts,https://tabs.ultimate-guitar.com/tab/the-beach-boys/sloop-john-b-chords-1052995
Show Me The Way (ver 4),The Beach Boys,https://tabs.ultimate-guitar.com/tab/peter-frampton/show-me-the-way-chords-1418764
Griechischer Wein (ver 2),Peter Frampton,https://tabs.ultimate-guitar.com/tab/1018193
Holding Out For A Hero,Udo Jürgens,https://tabs.ultimate-guitar.com/tab/bonnie-tyler/holding-out-for-a-hero-chords-430301
Raindrops Keep Fallin On My Head,Bonnie Tyler,https://tabs.ultimate-guitar.com/tab/b-j-thomas/raindrops-keep-fallin-on-my-head-chords-86880
Carol Of The Bells,B.J. Thomas,https://tabs.ultimate-guitar.com/tab/misc-christmas/carol-of-the-bells-chords-3452153
Our House (ver 4),Misc Christmas,https://tabs.ultimate-guitar.com/tab/crosby-stills-nash-young/our-house-chords-1051275
Fuck You,"Crosby, Stills, Nash & Young",https://tabs.ultimate-guitar.com/tab/cee-lo-green/fuck-you-chords-980591
Ill Be Home (ver 2),Cee Lo Green,https://tabs.ultimate-guitar.com/tab/meghan-trainor/ill-be-home-chords-1681528
Do They Know Its Christmas (ver 3),Meghan Trainor,https://tabs.ultimate-guitar.com/tab/band-aid/do-they-know-its-christmas-chords-1683176
Lasst Uns Froh Und Munter Sein,Band Aid,https://tabs.ultimate-guitar.com/tab/misc-christmas/lasst-uns-froh-und-munter-sein-chords-1450589
Ich Geh Mit Meiner Laterne,Misc Christmas,https://tabs.ultimate-guitar.com/tab/misc-traditional/ich-geh-mit-meiner-laterne-chords-1780127
Fuentes De Ortiz,Misc Traditional,https://tabs.ultimate-guitar.com/tab/ed-maverick/fuentes-de-ortiz-chords-2469652
Its Not Living If Its Not With You,Ed Maverick,https://tabs.ultimate-guitar.com/tab/the-1975/its-not-living-if-its-not-with-you-chords-2496399
Heat Waves (ver 3),The 1975,https://tabs.ultimate-guitar.com/tab/glass-animals/heat-waves-chords-3482357
This Is Me Trying,Glass Animals,https://tabs.ultimate-guitar.com/tab/taylor-swift/this-is-me-trying-chords-3261554
Dynamite (ver 2),Taylor Swift,https://tabs.ultimate-guitar.com/tab/bts/dynamite-chords-3301964
Still The Same,BTS,https://tabs.ultimate-guitar.com/tab/bob-seger-the-silver-bullet-band/still-the-same-chords-1691983
Friends - Smelly Cat,Bob Seger & The Silver Bullet Band,https://tabs.ultimate-guitar.com/tab/misc-television/friends-smelly-cat-chords-62745
Reckless,Misc Television,https://tabs.ultimate-guitar.com/tab/madison-beer/reckless-chords-3737645
Daylight (ver 2),Harry Styles,https://tabs.ultimate-guitar.com/tab/harry-styles/daylight-chords-4198132
Calm Down,Rema,https://tabs.ultimate-guitar.com/tab/rema/calm-down-chords-4313693
Part Of The Band,The 1975,https://tabs.ultimate-guitar.com/tab/the-1975/part-of-the-band-chords-4261813
Habits,Genevieve Stokes,https://tabs.ultimate-guitar.com/tab/genevieve-stokes/habits-chords-4308617
How Do I Say Goodbye,Dean Lewis,https://tabs.ultimate-guitar.com/tab/dean-lewis/how-do-i-say-goodbye-chords-4339787
Hype Boy,NewJeans (뉴진스),https://tabs.ultimate-guitar.com/tab/4293551
Miss You,Oliver Tree,https://tabs.ultimate-guitar.com/tab/oliver-tree/miss-you-chords-4381538
As The Deer,Robin Schulz,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/as-the-deer-chords-196708
Heathens,Misc Praise Songs,https://tabs.ultimate-guitar.com/tab/twenty-one-pilots/heathens-chords-1854246
Dont Go Away,twenty one pilots,https://tabs.ultimate-guitar.com/tab/oasis/dont-go-away-chords-39880
The Way (ver 2),Oasis,https://tabs.ultimate-guitar.com/tab/fastball/the-way-chords-178119
Blessed Assurance,Fastball,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/blessed-assurance-chords-517094
Stitches (ver 2),Misc Praise Songs,https://tabs.ultimate-guitar.com/tab/shawn-mendes/stitches-chords-1721493
It Is Well With My Soul (ver 5),Shawn Mendes,https://tabs.ultimate-guitar.com/tab/misc-praise-songs/it-is-well-with-my-soul-chords-1735270
Rose Tattoo,Misc Praise Songs,https://tabs.ultimate-guitar.com/tab/dropkick-murphys/rose-tattoo-chords-1206619
The Kill,Dropkick Murphys,https://tabs.ultimate-guitar.com/tab/thirty-seconds-to-mars/the-kill-chords-390605
Amazing Grace My Chains Are Gone (ver 2),Thirty Seconds To Mars,https://tabs.ultimate-guitar.com/tab/chris-tomlin/amazing-grace-my-chains-are-gone-chords-510843
Chicken Fried (ver 5),Chris Tomlin,https://tabs.ultimate-guitar.com/tab/zac-brown-band/chicken-fried-chords-778654
Far Away,Zac Brown Band,https://tabs.ultimate-guitar.com/tab/nickelback/far-away-chords-441256
Jolene (ver 2),Nickelback,https://tabs.ultimate-guitar.com/tab/ray-lamontagne/jolene-chords-1210073
Black Star,Ray LaMontagne,https://tabs.ultimate-guitar.com/tab/radiohead/black-star-chords-102857
Forget You,Radiohead,https://tabs.ultimate-guitar.com/tab/cee-lo-green/forget-you-chords-1031317
My Love,Cee Lo Green,https://tabs.ultimate-guitar.com/tab/westlife/my-love-chords-466
White Flag (ver 3),Westlife,https://tabs.ultimate-guitar.com/tab/dido/white-flag-chords-98623
How Long Will I Love You,Dido,https://tabs.ultimate-guitar.com/tab/ellie-goulding/how-long-will-i-love-you-chords-1417797
Tears Dry On Their Own,Ellie Goulding,https://tabs.ultimate-guitar.com/tab/amy-winehouse/tears-dry-on-their-own-chords-538079
Misty,Amy Winehouse,https://tabs.ultimate-guitar.com/tab/ella-fitzgerald/misty-chords-1206796
Stone,Ella Fitzgerald,https://tabs.ultimate-guitar.com/tab/whiskey-myers/stone-chords-1869189
Choo Lo,Whiskey Myers,https://tabs.ultimate-guitar.com/tab/the-local-train/choo-lo-chords-2929589
You Found Me (ver 6),The Local Train,https://tabs.ultimate-guitar.com/tab/the-fray/you-found-me-chords-781556
Mercy,The Fray,https://tabs.ultimate-guitar.com/tab/brett-young/mercy-chords-1957233
From Eden,Brett Young,https://tabs.ultimate-guitar.com/tab/hozier/from-eden-chords-1478284
Ill Be There For You,Hozier,https://tabs.ultimate-guitar.com/tab/bon-jovi/ill-be-there-for-you-chords-330018
In The End,Bon Jovi,https://tabs.ultimate-guitar.com/tab/linkin-park/in-the-end-chords-137484
Runaway (ver 2),Linkin Park,https://tabs.ultimate-guitar.com/tab/kanye-west/runaway-chords-987465
Love Me Tender (ver 2),Kanye West,https://tabs.ultimate-guitar.com/tab/elvis-presley/love-me-tender-chords-192772
When You Believe,Pusha T,https://tabs.ultimate-guitar.com/tab/mariah-carey/when-you-believe-chords-589585
Street Spirit Fade Out (ver 2),Elvis Presley,https://tabs.ultimate-guitar.com/tab/radiohead/street-spirit-fade-out-chords-1053330
You Cant Always Get What You Want,Mariah Carey,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/you-cant-always-get-what-you-want-chords-4019
Like A Prayer,Whitney Houston,https://tabs.ultimate-guitar.com/tab/madonna/like-a-prayer-chords-430320
I Guess Thats Why They Call It The Blues (ver 2),Radiohead,https://tabs.ultimate-guitar.com/tab/elton-john/i-guess-thats-why-they-call-it-the-blues-chords-1087623
Tiny Dancer (ver 5),The Rolling Stones,https://tabs.ultimate-guitar.com/tab/elton-john/tiny-dancer-chords-900075
Your Song (ver 3),Madonna,https://tabs.ultimate-guitar.com/tab/elton-john/your-song-chords-334542
The Lazy Song (ver 2),Elton John,https://tabs.ultimate-guitar.com/tab/bruno-mars/the-lazy-song-chords-999755
Changes (ver 2),Elton John,https://tabs.ultimate-guitar.com/tab/david-bowie/changes-chords-820041
Bamboleo,Elton John,https://tabs.ultimate-guitar.com/tab/gipsy-kings/bamboleo-chords-709027
I Try,Bruno Mars,https://tabs.ultimate-guitar.com/tab/macy-gray/i-try-chords-49101
Amnesia,David Bowie,https://tabs.ultimate-guitar.com/tab/5-seconds-of-summer/amnesia-chords-1466985
Girls Just Want To Have Fun,Gipsy Kings,https://tabs.ultimate-guitar.com/tab/cyndi-lauper/girls-just-want-to-have-fun-chords-95644
Turn Turn Turn To Everything There Is A Season (ver 3),Macy Gray,https://tabs.ultimate-guitar.com/tab/the-byrds/turn-turn-turn-to-everything-there-is-a-season-chords-1055233
Its All Coming Back To Me Now,Celine Dion,https://tabs.ultimate-guitar.com/tab/celine-dion/its-all-coming-back-to-me-now-chords-1001570
So Long Marianne,Leonard Cohen,https://tabs.ultimate-guitar.com/tab/leonard-cohen/so-long-marianne-chords-118655
Dream A Little Dream Of Me (ver 2),The Mamas & The Papas,https://tabs.ultimate-guitar.com/tab/the-mamas-the-papas/dream-a-little-dream-of-me-chords-771504
The Wild Rover,The Dubliners,https://tabs.ultimate-guitar.com/tab/the-dubliners/the-wild-rover-chords-52968
Its Too Late (ver 3),Carole King,https://tabs.ultimate-guitar.com/tab/carole-king/its-too-late-chords-1170337
Dixieland Delight (ver 2),Alabama,https://tabs.ultimate-guitar.com/tab/alabama/dixieland-delight-chords-1124378
Diamonds And Rust,Joan Baez,https://tabs.ultimate-guitar.com/tab/joan-baez/diamonds-and-rust-chords-1044414
I Melt With You,Modern English,https://tabs.ultimate-guitar.com/tab/modern-english/i-melt-with-you-chords-566021
My Sacrifice,Creed,https://tabs.ultimate-guitar.com/tab/creed/my-sacrifice-chords-16406
Suck It And See Acoustic,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/suck-it-and-see-chords-1061874
Burning House (ver 2),Cam,https://tabs.ultimate-guitar.com/tab/cam/burning-house-chords-1746584
Carry On Wayward Son,Kansas,https://tabs.ultimate-guitar.com/tab/kansas/carry-on-wayward-son-chords-72959
Shei Tumi,Ayub Bachchu,https://tabs.ultimate-guitar.com/tab/ayub-bachchu/shei-tumi-chords-1107324
Snowman,Sia,https://tabs.ultimate-guitar.com/tab/sia/snowman-chords-2231283
I Saw Mommy Kissing Santa Claus (ver 2),Misc Christmas,https://tabs.ultimate-guitar.com/tab/misc-christmas/i-saw-mommy-kissing-santa-claus-chords-1008020
Grandma Got Run Over By A Reindeer (ver 2),Dr. Elmo,https://tabs.ultimate-guitar.com/tab/dr-elmo/grandma-got-run-over-by-a-reindeer-chords-765708
Youngblood,5 Seconds Of Summer,https://tabs.ultimate-guitar.com/tab/5-seconds-of-summer/youngblood-chords-2352397
Nobody (ver 2),Mitski,https://tabs.ultimate-guitar.com/tab/mitski/nobody-chords-2426713
Mariners Apartment Complex,Lana Del Rey,https://tabs.ultimate-guitar.com/tab/lana-del-rey/mariners-apartment-complex-chords-2470294
Nothing (ver 2),Bruno Major,https://tabs.ultimate-guitar.com/tab/bruno-major/nothing-chords-2823791
There Was Jesus,Zach Williams,https://tabs.ultimate-guitar.com/tab/zach-williams/there-was-jesus-chords-2847242
Durch Die Straßen Auf Und Nieder,Dolly Parton,https://tabs.ultimate-guitar.com/tab/2893307
Falling (ver 3),Tara G Zintel,https://tabs.ultimate-guitar.com/tab/harry-styles/falling-chords-3124001
Leaving,Harry Styles,https://tabs.ultimate-guitar.com/tab/zach-bryan/leaving-chords-2955461
Yeshua My Beloved,Zach Bryan,https://tabs.ultimate-guitar.com/tab/jesus-image-worship/yeshua-my-beloved-chords-2959988
Crying Lightning Acoustic Live,Jesus Image Worship,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/crying-lightning-chords-875366
Drunk Drivers Killer Whales Acoustic,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/car-seat-headrest/drunk-drivers-killer-whales-chords-1814908
Red Dead Redemption 2 - Angel De Amor,Car Seat Headrest,https://tabs.ultimate-guitar.com/tab/misc-computer-games/red-dead-redemption-2-angel-de-amor-chords-3488876
Same Boat,Misc Computer Games,https://tabs.ultimate-guitar.com/tab/zac-brown-band/same-boat-chords-3747806
Algo Contigo,Zac Brown Band,https://tabs.ultimate-guitar.com/tab/3867893
Doin This,Rita Payés,https://tabs.ultimate-guitar.com/tab/luke-combs/doin-this-chords-3944693
Black Summer,Elisabeth Roma,https://tabs.ultimate-guitar.com/tab/red-hot-chili-peppers/black-summer-chords-4057015
Lion,Luke Combs,https://tabs.ultimate-guitar.com/tab/elevation-worship/lion-chords-4086742
Honey In The Rock,Red Hot Chili Peppers,https://tabs.ultimate-guitar.com/tab/brooke-ligertwood/honey-in-the-rock-chords-4086790
Que Te Parece,Elevation Worship,https://tabs.ultimate-guitar.com/tab/matias-juarez/que-te-parece-chords-4203748
Aashiqui 2 - Chahun Main Ya Naa,Brandon Lake,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/aashiqui-2-chahun-main-ya-naa-chords-1735075
Kumpas,Chris Brown,https://tabs.ultimate-guitar.com/tab/moira-dela-torre/kumpas-chords-4225327
Northern Attitude,Brooke Ligertwood,https://tabs.ultimate-guitar.com/tab/noah-kahan/northern-attitude-chords-4343753
Hurt,Brandon Lake,https://tabs.ultimate-guitar.com/tab/christina-aguilera/hurt-chords-431444
Paper Bag (ver 4),Matias Juarez,https://tabs.ultimate-guitar.com/tab/fiona-apple/paper-bag-chords-1034733
Agnus Dei (ver 2),Trapzongo,https://tabs.ultimate-guitar.com/tab/michael-w-smith/agnus-dei-chords-979012
Push,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/matchbox-twenty/push-chords-8272
Love Song,Arijit Singh,https://tabs.ultimate-guitar.com/tab/sara-bareilles/love-song-chords-510158
Apocalypse (ver 2),Palak Muchhal,https://tabs.ultimate-guitar.com/tab/cigarettes-after-sex/apocalypse-chords-2083273
Follow The Sun,Moira Dela Torre,https://tabs.ultimate-guitar.com/tab/xavier-rudd/follow-the-sun-chords-1728544
Mind Over Matter (ver 3),Noah Kahan,https://tabs.ultimate-guitar.com/tab/young-the-giant/mind-over-matter-chords-1455847
O Children,Christina Aguilera,https://tabs.ultimate-guitar.com/tab/nick-cave-the-bad-seeds/o-children-chords-804904
Jopay,Fiona Apple,https://tabs.ultimate-guitar.com/tab/mayonnaise/jopay-chords-727017
One Horse Town (ver 3),Michael W. Smith,https://tabs.ultimate-guitar.com/tab/blackberry-smoke/one-horse-town-chords-1202230
The Thunder Rolls (ver 2),Matchbox Twenty,https://tabs.ultimate-guitar.com/tab/garth-brooks/the-thunder-rolls-chords-1005164
Runnin Down A Dream,Tom Petty,https://tabs.ultimate-guitar.com/tab/tom-petty/runnin-down-a-dream-chords-1051760
Clean,Taylor Swift,https://tabs.ultimate-guitar.com/tab/taylor-swift/clean-chords-1674149
Those Were The Days (ver 2),Mary Hopkin,https://tabs.ultimate-guitar.com/tab/mary-hopkin/those-were-the-days-chords-1054310
Harness Your Hopes,Pavement,https://tabs.ultimate-guitar.com/tab/pavement/harness-your-hopes-chords-462162
Drunken Sailor,Misc Traditional,https://tabs.ultimate-guitar.com/tab/misc-traditional/drunken-sailor-chords-607853
Mele Kalikimaka (ver 3),Bing Crosby,https://tabs.ultimate-guitar.com/tab/bing-crosby/mele-kalikimaka-chords-1793566
Angel From Montgomery (ver 2),Bonnie Raitt,https://tabs.ultimate-guitar.com/tab/bonnie-raitt/angel-from-montgomery-chords-985631
Down On The Corner,Creedence Clearwater Revival,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/down-on-the-corner-chords-64057
El Paso (ver 2),Marty Robbins,https://tabs.ultimate-guitar.com/tab/marty-robbins/el-paso-chords-1239842
Lightning Crashes (ver 2),Live,https://tabs.ultimate-guitar.com/tab/live/lightning-crashes-chords-513068
In The Blood,John Mayer,https://tabs.ultimate-guitar.com/tab/john-mayer/in-the-blood-chords-1980523
Im Yours (ver 3),Jason Mraz,https://tabs.ultimate-guitar.com/tab/jason-mraz/im-yours-chords-712142
Livin On A Prayer (ver 3),Bon Jovi,https://tabs.ultimate-guitar.com/tab/bon-jovi/livin-on-a-prayer-chords-1185747
Sweet Jane,The Velvet Underground,https://tabs.ultimate-guitar.com/tab/the-velvet-underground/sweet-jane-chords-268690
Song To The Siren (ver 2),Tim Buckley,https://tabs.ultimate-guitar.com/tab/tim-buckley/song-to-the-siren-chords-371382
I Shall Be Released,Bob Dylan,https://tabs.ultimate-guitar.com/tab/bob-dylan/i-shall-be-released-chords-14873
Wonderful Tonight (ver 2),Eric Clapton,https://tabs.ultimate-guitar.com/tab/eric-clapton/wonderful-tonight-chords-664886
One,U2,https://tabs.ultimate-guitar.com/tab/u2/one-chords-87432
Earth Song,Michael Jackson,https://tabs.ultimate-guitar.com/tab/michael-jackson/earth-song-chords-847020
Dont Stop Believin (ver 11),Journey,https://tabs.ultimate-guitar.com/tab/journey/dont-stop-believin-chords-1434034
The Needle And The Damage Done (ver 2),Neil Young,https://tabs.ultimate-guitar.com/tab/neil-young/the-needle-and-the-damage-done-chords-1053971
Down By The River (ver 2),Neil Young,https://tabs.ultimate-guitar.com/tab/neil-young/down-by-the-river-chords-1044692
Lonesome Town,Ricky Nelson,https://tabs.ultimate-guitar.com/tab/ricky-nelson/lonesome-town-chords-77915
Slow Hands,Niall Horan,https://tabs.ultimate-guitar.com/tab/niall-horan/slow-hands-chords-1991181
The Way You Look Tonight,Frank Sinatra,https://tabs.ultimate-guitar.com/tab/frank-sinatra/the-way-you-look-tonight-chords-742402
Easy (ver 2),Commodores,https://tabs.ultimate-guitar.com/tab/commodores/easy-chords-1149783
Ill Have To Say I Love You In A Song (ver 2),Jim Croce,https://tabs.ultimate-guitar.com/tab/jim-croce/ill-have-to-say-i-love-you-in-a-song-chords-1047560
On The Road Again (ver 5),Willie Nelson,https://tabs.ultimate-guitar.com/tab/willie-nelson/on-the-road-again-chords-1797058
Landslide,Dixie Chicks,https://tabs.ultimate-guitar.com/tab/dixie-chicks/landslide-chords-67128
This Land Is Your Land (ver 3),Woody Guthrie,https://tabs.ultimate-guitar.com/tab/woody-guthrie/this-land-is-your-land-chords-1054304
Baby I Love Your Way,Peter Frampton,https://tabs.ultimate-guitar.com/tab/peter-frampton/baby-i-love-your-way-chords-68704
Lovefool,The Cardigans,https://tabs.ultimate-guitar.com/tab/the-cardigans/lovefool-chords-468397
The Power Of Love,Huey Lewis & The News,https://tabs.ultimate-guitar.com/tab/huey-lewis-the-news/the-power-of-love-chords-74096
Night Shift,Commodores,https://tabs.ultimate-guitar.com/tab/commodores/night-shift-chords-687895
I Found Acoustic,Amber Run,https://tabs.ultimate-guitar.com/tab/amber-run/i-found-chords-1687342
Depression And Obsession,XXXTENTACION,https://tabs.ultimate-guitar.com/tab/xxxtentacion/depression-and-obsession-chords-2123801
A Thousand Years (ver 7),Christina Perri,https://tabs.ultimate-guitar.com/tab/christina-perri/a-thousand-years-chords-1130327
Aladdin - A Whole New World (ver 8),Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/aladdin-a-whole-new-world-chords-1054455
Another Brick In The Wall,Alan Menken,https://tabs.ultimate-guitar.com/tab/pink-floyd/another-brick-in-the-wall-chords-1698768
Safe And Sound,Pink Floyd,https://tabs.ultimate-guitar.com/tab/taylor-swift/safe-and-sound-chords-1118992
