Song_Name,Artist_Name,Song_link
We Wish You A Merry Christmas,Sara Bareilles,https://tabs.ultimate-guitar.com/tab/the-irish-rovers/we-wish-you-a-merry-christmas-chords-1009149
My My Hey Hey Out Of The Blue,Ingrid Michaelson,https://tabs.ultimate-guitar.com/tab/neil-young/my-my-hey-hey-out-of-the-blue-chords-700572
Coco - La Llorona,Hillsong Worship,https://tabs.ultimate-guitar.com/tab/misc-cartoons/coco-la-llorona-chords-2247425
Im With You,The Irish Rovers,https://tabs.ultimate-guitar.com/tab/vance-joy/im-with-you-chords-2325083
Better Together,Neil Young,https://tabs.ultimate-guitar.com/tab/luke-combs/better-together-chords-2887499
Duvet,Misc Cartoons,https://tabs.ultimate-guitar.com/tab/465291
Strange,Vance Joy,https://tabs.ultimate-guitar.com/tab/celeste-uk/strange-chords-2844713
Illicit Affairs (ver 2),Luke Combs,https://tabs.ultimate-guitar.com/tab/taylor-swift/illicit-affairs-chords-3261632
Julie And The Phantoms - Unsaid Emily,bôa (UK),https://tabs.ultimate-guitar.com/tab/misc-television/julie-and-the-phantoms-unsaid-emily-chords-3333752
Buwan,Celeste (UK),https://tabs.ultimate-guitar.com/tab/juan-karlos/buwan-chords-2415745
I Wish You Love,Taylor Swift,https://tabs.ultimate-guitar.com/tab/laufey/i-wish-you-love-chords-3744272
Toxic,Misc Television,https://tabs.ultimate-guitar.com/tab/boywithuke/toxic-chords-3895790
Give Me A Kiss,juan karlos,https://tabs.ultimate-guitar.com/tab/crash-adams/give-me-a-kiss-chords-4311698
Sculptures Of Anything Goes,Laufey,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/sculptures-of-anything-goes-chords-4391771
Angels Fly,BoyWithUke,https://tabs.ultimate-guitar.com/tab/louis-tomlinson/angels-fly-chords-4419158
Somebody That I Used To Know,Crash Adams,https://tabs.ultimate-guitar.com/tab/gotye/somebody-that-i-used-to-know-chords-1088165
My Lighthouse,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/rend-collective/my-lighthouse-chords-1411322
Dont Cry (ver 2),Louis Tomlinson,https://tabs.ultimate-guitar.com/tab/guns-n-roses/dont-cry-chords-337150
Charleston Girl,Gotye,https://tabs.ultimate-guitar.com/tab/tyler-childers/charleston-girl-chords-2042817
Speak Now,Rend Collective,https://tabs.ultimate-guitar.com/tab/taylor-swift/speak-now-chords-993331
Our Song,Guns N' Roses,https://tabs.ultimate-guitar.com/tab/taylor-swift/our-song-chords-431826
Me Gustas Tu,Tyler Childers,https://tabs.ultimate-guitar.com/tab/manu-chao/me-gustas-tu-chords-1097287
Summer Breeze,Taylor Swift,https://tabs.ultimate-guitar.com/tab/seals-crofts/summer-breeze-chords-83666
King Of The Road (ver 4),Taylor Swift,https://tabs.ultimate-guitar.com/tab/roger-miller/king-of-the-road-chords-1486455
Paul,Manu Chao,https://tabs.ultimate-guitar.com/tab/big-thief/paul-chords-1869562
I Got A Name (ver 3),Seals & Crofts,https://tabs.ultimate-guitar.com/tab/jim-croce/i-got-a-name-chords-849557
Octopuss Garden,Roger Miller,https://tabs.ultimate-guitar.com/tab/the-beatles/octopuss-garden-chords-17333
Going To California,Big Thief,https://tabs.ultimate-guitar.com/tab/led-zeppelin/going-to-california-chords-828659
Hjerteknuser (ver 2),Jim Croce,https://tabs.ultimate-guitar.com/tab/kaizers-orchestra/hjerteknuser-chords-1030437
Simple Twist Of Fate,The Beatles,https://tabs.ultimate-guitar.com/tab/bob-dylan/simple-twist-of-fate-chords-806584
Make You Feel My Love (ver 4),Led Zeppelin,https://tabs.ultimate-guitar.com/tab/bob-dylan/make-you-feel-my-love-chords-1189445
Human,Kaizers Orchestra,https://tabs.ultimate-guitar.com/tab/the-killers/human-chords-741479
Mama Tried,Bob Dylan,https://tabs.ultimate-guitar.com/tab/merle-haggard/mama-tried-chords-70504
Über Den Wolken,Bob Dylan,https://tabs.ultimate-guitar.com/tab/76407
Losing My Religion,R.E.M.,https://tabs.ultimate-guitar.com/tab/r-e-m-/losing-my-religion-chords-81372
Jumper (ver 5),Third Eye Blind,https://tabs.ultimate-guitar.com/tab/third-eye-blind/jumper-chords-934945
Hold Back The River,James Bay,https://tabs.ultimate-guitar.com/tab/james-bay/hold-back-the-river-chords-1689704
Lucky Man,The Verve,https://tabs.ultimate-guitar.com/tab/the-verve/lucky-man-chords-805554
Puff The Magic Dragon,"Peter, Paul and Mary",https://tabs.ultimate-guitar.com/tab/peter-paul-and-mary/puff-the-magic-dragon-chords-7412
Everybody Wants To Rule The World (ver 2),Tears for Fears,https://tabs.ultimate-guitar.com/tab/tears-for-fears/everybody-wants-to-rule-the-world-chords-1236196
Rasputin,Boney M.,https://tabs.ultimate-guitar.com/tab/boney-m-/rasputin-chords-1230089
Star Shopping,LiL PEEP,https://tabs.ultimate-guitar.com/tab/lil-peep/star-shopping-chords-2251989
Lady May (ver 2),Tyler Childers,https://tabs.ultimate-guitar.com/tab/tyler-childers/lady-may-chords-2115859
Greensleeves,Misc Traditional,https://tabs.ultimate-guitar.com/tab/misc-traditional/greensleeves-chords-173713
Frozen 2 - Into The Unknown (ver 2),Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/frozen-2-into-the-unknown-chords-2904659
Adore You,Harry Styles,https://tabs.ultimate-guitar.com/tab/harry-styles/adore-you-chords-2917556
Garden Song,Phoebe Bridgers,https://tabs.ultimate-guitar.com/tab/phoebe-bridgers/garden-song-chords-3008588
Toy Story 2 - When She Loved Me (ver 2),Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/toy-story-2-when-she-loved-me-chords-1007461
7 Summers,Morgan Wallen,https://tabs.ultimate-guitar.com/tab/morgan-wallen/7-summers-chords-3292445
Wellerman,Nathan Evans,https://tabs.ultimate-guitar.com/tab/nathan-evans/wellerman-chords-3530237
Jireh,Elevation Worship,https://tabs.ultimate-guitar.com/tab/elevation-worship/jireh-chords-3630230
Jugaste Y Sufri,Eslabon Armado,https://tabs.ultimate-guitar.com/tab/eslabon-armado/jugaste-y-sufri-chords-3839582
Mahika,DannyLux,https://tabs.ultimate-guitar.com/tab/adie/mahika-chords-4200730
Youre Here Thats The Thing,Adie,https://tabs.ultimate-guitar.com/tab/beabadoobee/youre-here-thats-the-thing-chords-4272166
Paris,Janine Berdin,https://tabs.ultimate-guitar.com/tab/taylor-swift/paris-chords-4395068
This Christmas,beabadoobee,https://tabs.ultimate-guitar.com/tab/donny-hathaway/this-christmas-chords-1909409
You Know Im No Good (ver 2),Taylor Swift,https://tabs.ultimate-guitar.com/tab/amy-winehouse/you-know-im-no-good-chords-552561
The Funeral,Donny Hathaway,https://tabs.ultimate-guitar.com/tab/band-of-horses/the-funeral-chords-367742
Two Ghosts,Amy Winehouse,https://tabs.ultimate-guitar.com/tab/harry-styles/two-ghosts-chords-1994911
If Youre Happy And You Know It,Band of Horses,https://tabs.ultimate-guitar.com/tab/misc-traditional/if-youre-happy-and-you-know-it-chords-1429667
74-75,Harry Styles,https://tabs.ultimate-guitar.com/tab/the-connells/74-75-chords-15799
The Little Mermaid - Under The Sea (ver 2),Misc Traditional,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-little-mermaid-under-the-sea-chords-1415795
Seaside (ver 3),The Connells,https://tabs.ultimate-guitar.com/tab/the-kooks/seaside-chords-426370
All I Wanted (ver 2),Misc Cartoons,https://tabs.ultimate-guitar.com/tab/paramore/all-i-wanted-chords-878911
A Thousand Miles,The Kooks,https://tabs.ultimate-guitar.com/tab/vanessa-carlton/a-thousand-miles-chords-653457
Jackie And Wilson,Paramore,https://tabs.ultimate-guitar.com/tab/hozier/jackie-and-wilson-chords-1666203
Will The Circle Be Unbroken,Vanessa Carlton,https://tabs.ultimate-guitar.com/tab/the-carter-family/will-the-circle-be-unbroken-chords-1126572
Sway,Hozier,https://tabs.ultimate-guitar.com/tab/660327
21 Guns (ver 5),The Carter Family,https://tabs.ultimate-guitar.com/tab/green-day/21-guns-chords-891115
Cotton Fields,Michael Bublé,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/cotton-fields-chords-64080
Dont Let Me Down (ver 4),Green Day,https://tabs.ultimate-guitar.com/tab/the-beatles/dont-let-me-down-chords-1044470
Whole Lotta Love,Creedence Clearwater Revival,https://tabs.ultimate-guitar.com/tab/led-zeppelin/whole-lotta-love-chords-1982467
Take It To The Limit (ver 2),The Beatles,https://tabs.ultimate-guitar.com/tab/eagles/take-it-to-the-limit-chords-136452
Lilac Wine,Led Zeppelin,https://tabs.ultimate-guitar.com/tab/jeff-buckley/lilac-wine-chords-611508
Careless Whisper (ver 6),Eagles,https://tabs.ultimate-guitar.com/tab/george-michael/careless-whisper-chords-1857524
Ooh La La (ver 3),Jeff Buckley,https://tabs.ultimate-guitar.com/tab/faces/ooh-la-la-chords-1410484
Me And Julio Down By The Schoolyard (ver 2),George Michael,https://tabs.ultimate-guitar.com/tab/paul-simon/me-and-julio-down-by-the-schoolyard-chords-1062117
Starlight,Faces,https://tabs.ultimate-guitar.com/tab/muse/starlight-chords-411547
Youth,Paul Simon,https://tabs.ultimate-guitar.com/tab/daughter/youth-chords-1200399
Dance Me To The End Of Love,Muse,https://tabs.ultimate-guitar.com/tab/leonard-cohen/dance-me-to-the-end-of-love-chords-1241719
Gimme Shelter,Daughter,https://tabs.ultimate-guitar.com/tab/the-rolling-stones/gimme-shelter-chords-81103
More Than A Feeling,Leonard Cohen,https://tabs.ultimate-guitar.com/tab/boston/more-than-a-feeling-chords-25442
More Than A Feeling (ver 3),The Rolling Stones,https://tabs.ultimate-guitar.com/tab/boston/more-than-a-feeling-chords-1050593
Days Like This (ver 2),Boston,https://tabs.ultimate-guitar.com/tab/van-morrison/days-like-this-chords-1203987
Walking On Sunshine,Katrina and the Waves,https://tabs.ultimate-guitar.com/tab/katrina-and-the-waves/walking-on-sunshine-chords-595283
Elderly Woman Behind The Counter In A Small Town (ver 5),Pearl Jam,https://tabs.ultimate-guitar.com/tab/pearl-jam/elderly-woman-behind-the-counter-in-a-small-town-chords-1231544
Writings On The Wall,Sam Smith,https://tabs.ultimate-guitar.com/tab/sam-smith/writings-on-the-wall-chords-1769608
Billie Jean,Michael Jackson,https://tabs.ultimate-guitar.com/tab/michael-jackson/billie-jean-chords-126646
Here I Go Again,Whitesnake,https://tabs.ultimate-guitar.com/tab/whitesnake/here-i-go-again-chords-352355
White Wedding (ver 2),Billy Idol,https://tabs.ultimate-guitar.com/tab/billy-idol/white-wedding-chords-348434
Run To You (ver 2),Bryan Adams,https://tabs.ultimate-guitar.com/tab/bryan-adams/run-to-you-chords-1413482
Dont Close Your Eyes,Keith Whitley,https://tabs.ultimate-guitar.com/tab/keith-whitley/dont-close-your-eyes-chords-1034121
Smooth (ver 5),Santana,https://tabs.ultimate-guitar.com/tab/santana/smooth-chords-1399971
Faith (ver 2),George Michael,https://tabs.ultimate-guitar.com/tab/george-michael/faith-chords-745882
Killing Me Softly With His Song,Roberta Flack,https://tabs.ultimate-guitar.com/tab/roberta-flack/killing-me-softly-with-his-song-chords-68506
Tainted Love (ver 2),Soft Cell,https://tabs.ultimate-guitar.com/tab/soft-cell/tainted-love-chords-528038
All By Myself (ver 3),Eric Carmen,https://tabs.ultimate-guitar.com/tab/eric-carmen/all-by-myself-chords-1042619
You Are So Beautiful,Joe Cocker,https://tabs.ultimate-guitar.com/tab/joe-cocker/you-are-so-beautiful-chords-1056439
The Lion King - Circle Of Life,Misc Cartoons,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-lion-king-circle-of-life-chords-211642
Youre Somebody Else,Elton John,https://tabs.ultimate-guitar.com/tab/flora-cash/youre-somebody-else-chords-2100901
Torete,Flora Cash,https://tabs.ultimate-guitar.com/tab/moonstar88/torete-chords-130052
One Last Breath,Moonstar88,https://tabs.ultimate-guitar.com/tab/creed/one-last-breath-chords-26891
Girl Crush Live,Creed,https://tabs.ultimate-guitar.com/tab/harry-styles/girl-crush-chords-2231133
In My Blood (ver 2),Harry Styles,https://tabs.ultimate-guitar.com/tab/shawn-mendes/in-my-blood-chords-2347625
Worthy,Shawn Mendes,https://tabs.ultimate-guitar.com/tab/elevation-worship/worthy-chords-2480737
A Star Is Born - Maybe Its Time,Elevation Worship,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/a-star-is-born-maybe-its-time-chords-2485275
Raise A Hallelujah,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/bethel-music/raise-a-hallelujah-chords-2401995
Sanctuary (ver 3),Bradley Cooper,https://tabs.ultimate-guitar.com/tab/joji/sanctuary-chords-2732754
The Gold - Phoebe Bridgers Version,Bethel Music,https://tabs.ultimate-guitar.com/tab/manchester-orchestra/the-gold-phoebe-bridgers-version-chords-2871389
High School Musical - All I Want,Joji,https://tabs.ultimate-guitar.com/tab/misc-television/high-school-musical-all-i-want-chords-2908640
The Prayer,Manchester Orchestra,https://tabs.ultimate-guitar.com/tab/celine-dion/the-prayer-chords-523971
Supermodel,Misc Television,https://tabs.ultimate-guitar.com/tab/4189489
Going Going Gone,Olivia Rodrigo,https://tabs.ultimate-guitar.com/tab/luke-combs/going-going-gone-chords-4245421
Nic Dwa Razy,Celine Dion,https://tabs.ultimate-guitar.com/tab/sanah/nic-dwa-razy-chords-4386743
Lovebomb,Måneskin,https://tabs.ultimate-guitar.com/tab/nessa-barrett/lovebomb-chords-4387001
Mr Schwartz,Luke Combs,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/mr-schwartz-chords-4391726
Dissolve,Sanah,https://tabs.ultimate-guitar.com/tab/joji/dissolve-chords-4410749
Ho Hey (ver 2),Nessa Barrett,https://tabs.ultimate-guitar.com/tab/the-lumineers/ho-hey-chords-1144876
I Shot The Sheriff,Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/bob-marley/i-shot-the-sheriff-chords-213453
Operator,Joji,https://tabs.ultimate-guitar.com/tab/jim-croce/operator-chords-65293
This Little Light Of Mine,The Lumineers,https://tabs.ultimate-guitar.com/tab/the-seekers/this-little-light-of-mine-chords-1520700
Blood Bank,Bob Marley,https://tabs.ultimate-guitar.com/tab/bon-iver/blood-bank-chords-766524
What Its Like,Jim Croce,https://tabs.ultimate-guitar.com/tab/everlast/what-its-like-chords-1683079
Let Down,The Seekers,https://tabs.ultimate-guitar.com/tab/radiohead/let-down-chords-596727
I Surrender (ver 3),Bon Iver,https://tabs.ultimate-guitar.com/tab/hillsong-worship/i-surrender-chords-1169001
Sunflower (ver 2),Everlast,https://tabs.ultimate-guitar.com/tab/rex-orange-county/sunflower-chords-2222785
Over The Garden Wall - Into The Unknown,Radiohead,https://tabs.ultimate-guitar.com/tab/misc-cartoons/over-the-garden-wall-into-the-unknown-chords-1700978
Crawling (ver 3),Hillsong Worship,https://tabs.ultimate-guitar.com/tab/linkin-park/crawling-chords-945699
Hound Dog,Rex Orange County,https://tabs.ultimate-guitar.com/tab/elvis-presley/hound-dog-chords-41677
Cryin,Misc Cartoons,https://tabs.ultimate-guitar.com/tab/aerosmith/cryin-chords-18841
Talk Tonight,Linkin Park,https://tabs.ultimate-guitar.com/tab/oasis/talk-tonight-chords-6122
Champagne Supernova (ver 2),Elvis Presley,https://tabs.ultimate-guitar.com/tab/oasis/champagne-supernova-chords-51957
It Aint Me Babe,Aerosmith,https://tabs.ultimate-guitar.com/tab/bob-dylan/it-aint-me-babe-chords-14882
New Shoes,Oasis,https://tabs.ultimate-guitar.com/tab/paolo-nutini/new-shoes-chords-392410
The Stable Song,Gregory Alan Isakov,https://tabs.ultimate-guitar.com/tab/gregory-alan-isakov/the-stable-song-chords-1025154
Dont Dream Its Over (ver 4),Crowded House,https://tabs.ultimate-guitar.com/tab/crowded-house/dont-dream-its-over-chords-599493
I Put A Spell On You,Creedence Clearwater Revival,https://tabs.ultimate-guitar.com/tab/creedence-clearwater-revival/i-put-a-spell-on-you-chords-862974
If Tomorrow Never Comes,Garth Brooks,https://tabs.ultimate-guitar.com/tab/garth-brooks/if-tomorrow-never-comes-chords-62607
Remembering Sunday (ver 4),All Time Low,https://tabs.ultimate-guitar.com/tab/all-time-low/remembering-sunday-chords-698704
Runaway (ver 2),Del Shannon,https://tabs.ultimate-guitar.com/tab/del-shannon/runaway-chords-961346
Brothers In Arms,Dire Straits,https://tabs.ultimate-guitar.com/tab/dire-straits/brothers-in-arms-chords-15403
Waltz 2 Xo (ver 3),Elliott Smith,https://tabs.ultimate-guitar.com/tab/elliott-smith/waltz-2-xo-chords-769378
Rich Girl (ver 2),Hall & Oates,https://tabs.ultimate-guitar.com/tab/hall-oates/rich-girl-chords-1234917
Hard Sun,Eddie Vedder,https://tabs.ultimate-guitar.com/tab/eddie-vedder/hard-sun-chords-566461
Blue Eyes Crying In The Rain,Willie Nelson,https://tabs.ultimate-guitar.com/tab/willie-nelson/blue-eyes-crying-in-the-rain-chords-349248
Fever,Peggy Lee,https://tabs.ultimate-guitar.com/tab/peggy-lee/fever-chords-783603
Golden Brown (ver 3),The Stranglers,https://tabs.ultimate-guitar.com/tab/the-stranglers/golden-brown-chords-414848
Living Next Door To Alice,Smokie,https://tabs.ultimate-guitar.com/tab/smokie/living-next-door-to-alice-chords-90193
Sway,Dean Martin,https://tabs.ultimate-guitar.com/tab/dean-martin/sway-chords-819964
I Will Survive,Gloria Gaynor,https://tabs.ultimate-guitar.com/tab/gloria-gaynor/i-will-survive-chords-154172
Sugar,Robin Schulz,https://tabs.ultimate-guitar.com/tab/robin-schulz/sugar-chords-1758125
Bored (ver 2),Francesco Yates,https://tabs.ultimate-guitar.com/tab/billie-eilish/bored-chords-1983417
Miss Misery (ver 2),Billie Eilish,https://tabs.ultimate-guitar.com/tab/elliott-smith/miss-misery-chords-896481
Lemonade,Elliott Smith,https://tabs.ultimate-guitar.com/tab/jeremy-passion/lemonade-chords-931593
Lucid Dreams,Jeremy Passion,https://tabs.ultimate-guitar.com/tab/juice-wrld/lucid-dreams-chords-2397395
Its Called Freefall,Juice WRLD,https://tabs.ultimate-guitar.com/tab/rainbow-kitten-surprise/its-called-freefall-chords-2393311
Lets Fall In Love For The Night (ver 2),Rainbow Kitten Surprise,https://tabs.ultimate-guitar.com/tab/finneas/lets-fall-in-love-for-the-night-chords-2549901
Condemned,FINNEAS,https://tabs.ultimate-guitar.com/tab/zach-bryan/condemned-chords-2810099
Kabir Singh - Kaise Hua (ver 2),Zach Bryan,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/kabir-singh-kaise-hua-chords-2932292
Battle Belongs,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/phil-wickham/battle-belongs-chords-2953958
Seven,Vishal Mishra,https://tabs.ultimate-guitar.com/tab/taylor-swift/seven-chords-3261308
Evermore,Phil Wickham,https://tabs.ultimate-guitar.com/tab/taylor-swift/evermore-chords-3461822
Et Bam,Taylor Swift,https://tabs.ultimate-guitar.com/tab/mentissa/et-bam-chords-3781817
Firm Foundation He Wont,Taylor Swift,https://tabs.ultimate-guitar.com/tab/cody-carnes/firm-foundation-he-wont-chords-3983812
Hate To Be Lame,Bon Iver,https://tabs.ultimate-guitar.com/tab/lizzy-mcalpine/hate-to-be-lame-chords-4141453
Boyfriends,Mentissa,https://tabs.ultimate-guitar.com/tab/harry-styles/boyfriends-chords-4154908
This Is What Sadness Feels Like,Cody Carnes,https://tabs.ultimate-guitar.com/tab/jvke/this-is-what-sadness-feels-like-chords-4368191
Dive (ver 2),Lizzy McAlpine,https://tabs.ultimate-guitar.com/tab/ed-sheeran/dive-chords-1956685
Dear Future Husband,FINNEAS,https://tabs.ultimate-guitar.com/tab/meghan-trainor/dear-future-husband-chords-1520339
Just Breathe (ver 2),Harry Styles,https://tabs.ultimate-guitar.com/tab/pearl-jam/just-breathe-chords-875531
Undone The Sweater Song,JVKE,https://tabs.ultimate-guitar.com/tab/weezer/undone-the-sweater-song-chords-21705
Home (ver 3),Ed Sheeran,https://tabs.ultimate-guitar.com/tab/edward-sharpe-and-the-magnetic-zeros/home-chords-1102820
Ave Maria,Meghan Trainor,https://tabs.ultimate-guitar.com/tab/franz-schubert/ave-maria-chords-783974
In The Name Of Love,Pearl Jam,https://tabs.ultimate-guitar.com/tab/martin-garrix/in-the-name-of-love-chords-1863277
Our God,Weezer,https://tabs.ultimate-guitar.com/tab/chris-tomlin/our-god-chords-910102
Open The Eyes Of My Heart,Edward Sharpe and the Magnetic Zeros,https://tabs.ultimate-guitar.com/tab/sonicflood/open-the-eyes-of-my-heart-chords-364369
214,Franz Schubert,https://tabs.ultimate-guitar.com/tab/rivermaya/214-chords-47363
If I Go Im Going (ver 4),Martin Garrix,https://tabs.ultimate-guitar.com/tab/gregory-alan-isakov/if-i-go-im-going-chords-1125571
Smoke Signals (ver 2),Bebe Rexha,https://tabs.ultimate-guitar.com/tab/phoebe-bridgers/smoke-signals-chords-2009517
Brandy Youre A Fine Girl,Chris Tomlin,https://tabs.ultimate-guitar.com/tab/looking-glass/brandy-youre-a-fine-girl-chords-1185866
One Headlight (ver 4),Sonicflood,https://tabs.ultimate-guitar.com/tab/the-wallflowers/one-headlight-chords-946590
Im So Tired (ver 2),Rivermaya,https://tabs.ultimate-guitar.com/tab/the-beatles/im-so-tired-chords-1047380
Another Day In Paradise,Gregory Alan Isakov,https://tabs.ultimate-guitar.com/tab/phil-collins/another-day-in-paradise-chords-320628
Tnt,Phoebe Bridgers,https://tabs.ultimate-guitar.com/tab/acdc/tnt-chords-753749
The Reason,Hoobastank,https://tabs.ultimate-guitar.com/tab/hoobastank/the-reason-chords-104302
Bleeding Love (ver 4),Leona Lewis,https://tabs.ultimate-guitar.com/tab/leona-lewis/bleeding-love-chords-690995
The Nights,Avicii,https://tabs.ultimate-guitar.com/tab/avicii/the-nights-chords-1669140
All I Want Is You,U2,https://tabs.ultimate-guitar.com/tab/u2/all-i-want-is-you-chords-57144
Sugar Were Going Down,Fall Out Boy,https://tabs.ultimate-guitar.com/tab/fall-out-boy/sugar-were-going-down-chords-267936
Alone,Heart,https://tabs.ultimate-guitar.com/tab/heart/alone-chords-70223
Holy Is The Lord,Chris Tomlin,https://tabs.ultimate-guitar.com/tab/chris-tomlin/holy-is-the-lord-chords-180930
Right Down The Line (ver 2),Gerry Rafferty,https://tabs.ultimate-guitar.com/tab/gerry-rafferty/right-down-the-line-chords-1208429
Les Champs-Élysées,Joe Dassin,https://tabs.ultimate-guitar.com/tab/879366
Moonshadow,Cat Stevens,https://tabs.ultimate-guitar.com/tab/cat-stevens/moonshadow-chords-434269
We Didnt Start The Fire (ver 4),Billy Joel,https://tabs.ultimate-guitar.com/tab/billy-joel/we-didnt-start-the-fire-chords-1088942
Song 2 (ver 4),Blur,https://tabs.ultimate-guitar.com/tab/blur/song-2-chords-1508087
Its A Heartache,Bonnie Tyler,https://tabs.ultimate-guitar.com/tab/bonnie-tyler/its-a-heartache-chords-105804
Through The Valley,Shawn James,https://tabs.ultimate-guitar.com/tab/shawn-james/through-the-valley-chords-1907637
The Boys Of Summer (ver 3),Don Henley,https://tabs.ultimate-guitar.com/tab/don-henley/the-boys-of-summer-chords-1158736
Party Favor,Billie Eilish,https://tabs.ultimate-guitar.com/tab/billie-eilish/party-favor-chords-2106961
Grease - Youre The One That I Want,Misc Soundtrack,https://tabs.ultimate-guitar.com/tab/misc-soundtrack/grease-youre-the-one-that-i-want-chords-78010
Earth Angel,John Travolta,https://tabs.ultimate-guitar.com/tab/the-penguins/earth-angel-chords-80422
Naked,Olivia Newton-John,https://tabs.ultimate-guitar.com/tab/james-arthur/naked-chords-2242177
Jingle Bells,The Penguins,https://tabs.ultimate-guitar.com/tab/the-wiggles/jingle-bells-chords-2261143
Welcome To Wonderland,James Arthur,https://tabs.ultimate-guitar.com/tab/anson-seabra/welcome-to-wonderland-chords-2464298
Prom Queen (ver 2),The Wiggles,https://tabs.ultimate-guitar.com/tab/beach-bunny/prom-queen-chords-2651205
Pink Plus White,Anson Seabra,https://tabs.ultimate-guitar.com/tab/frank-ocean/pink-plus-white-chords-1869337
Aint Nobody,Beach Bunny,https://tabs.ultimate-guitar.com/tab/rufus-chaka-khan/aint-nobody-chords-206938
This Damn Song,Frank Ocean,https://tabs.ultimate-guitar.com/tab/pecos-the-rooftops/this-damn-song-chords-2856239
Dust In A Baggie,Rufus & Chaka Khan,https://tabs.ultimate-guitar.com/tab/billy-strings/dust-in-a-baggie-chords-1792953
Cherry,Pecos & The Rooftops,https://tabs.ultimate-guitar.com/tab/harry-styles/cherry-chords-2926985
People Watching,Billy Strings,https://tabs.ultimate-guitar.com/tab/conan-gray/people-watching-chords-3792962
Cold Heart Pnau Remix,Harry Styles,https://tabs.ultimate-guitar.com/tab/elton-john/cold-heart-pnau-remix-chords-3839657
Abcdefu Angrier,Conan Gray,https://tabs.ultimate-guitar.com/tab/gayle/abcdefu-angrier-chords-3907568
I Bet You Think About Me,Elton John,https://tabs.ultimate-guitar.com/tab/taylor-swift/i-bet-you-think-about-me-chords-3946160
Heavy Eyes,Dua Lipa,https://tabs.ultimate-guitar.com/tab/zach-bryan/heavy-eyes-chords-4169152
In Jesus Name God Of Possible,GAYLE,https://tabs.ultimate-guitar.com/tab/katy-nichole/in-jesus-name-god-of-possible-chords-4049491
Oh Caroline,Taylor Swift,https://tabs.ultimate-guitar.com/tab/the-1975/oh-caroline-chords-4384274
Fuck Her Gently,Chris Stapleton,https://tabs.ultimate-guitar.com/tab/tenacious-d/fuck-her-gently-chords-27415
Stubborn Love,Zach Bryan,https://tabs.ultimate-guitar.com/tab/the-lumineers/stubborn-love-chords-1144923
Perfect (ver 2),Katy Nichole,https://tabs.ultimate-guitar.com/tab/ed-sheeran/perfect-chords-1956613
Baby Im Yours,The 1975,https://tabs.ultimate-guitar.com/tab/arctic-monkeys/baby-im-yours-chords-400937
Whatever,Tenacious D,https://tabs.ultimate-guitar.com/tab/oasis/whatever-chords-6124
Fourth Of July (ver 2),The Lumineers,https://tabs.ultimate-guitar.com/tab/sufjan-stevens/fourth-of-july-chords-1731258
Tenerife Sea (ver 4),Ed Sheeran,https://tabs.ultimate-guitar.com/tab/ed-sheeran/tenerife-sea-chords-1496492
Home (ver 2),Arctic Monkeys,https://tabs.ultimate-guitar.com/tab/phillip-phillips/home-chords-1156310
You Are My Sunshine,Oasis,https://tabs.ultimate-guitar.com/tab/kevin-devine/you-are-my-sunshine-chords-388558
Your Love,Sufjan Stevens,https://tabs.ultimate-guitar.com/tab/alamid/your-love-chords-50313
Stuck On The Puzzle,Ed Sheeran,https://tabs.ultimate-guitar.com/tab/alex-turner/stuck-on-the-puzzle-chords-1037373
The Jungle Book - The Bare Necessities (ver 4),Phillip Phillips,https://tabs.ultimate-guitar.com/tab/misc-cartoons/the-jungle-book-the-bare-necessities-chords-1690152
Still Beating,Kevin Devine,https://tabs.ultimate-guitar.com/tab/mac-demarco/still-beating-chords-2002543
Drive,Alamid,https://tabs.ultimate-guitar.com/tab/incubus/drive-chords-11377
Wanted Dead Or Alive (ver 3),Alex Turner,https://tabs.ultimate-guitar.com/tab/bon-jovi/wanted-dead-or-alive-chords-758267
99 Luftballons (ver 2),Misc Cartoons,https://tabs.ultimate-guitar.com/tab/nena/99-luftballons-chords-640896
Pennyroyal Tea,Nirvana,https://tabs.ultimate-guitar.com/tab/nirvana/pennyroyal-tea-chords-46245
Shiver,Coldplay,https://tabs.ultimate-guitar.com/tab/coldplay/shiver-chords-120881
The Lion Sleeps Tonight (ver 4),The Tokens,https://tabs.ultimate-guitar.com/tab/the-tokens/the-lion-sleeps-tonight-chords-1074694
Boots Of Spanish Leather,Bob Dylan,https://tabs.ultimate-guitar.com/tab/bob-dylan/boots-of-spanish-leather-chords-1077012
Chiquitita (ver 3),ABBA,https://tabs.ultimate-guitar.com/tab/abba/chiquitita-chords-1044057
